clade_membership,frequency,projected_frequency,n_strains,observed_frequency,future_n_strains,forecast_error,absolute_forecast_error,sample,timepoint,future_timepoint,delta_month,delay_type
A.6.8.5.2.4.1.3.4.2.5.2,0.01136,0.00708572800679072,4,0.054219,26,0.04713327199320928,0.04713327199320928,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.5,0.014405,0.0158722139694382,6,0.040014,24,0.0241417860305618,0.0241417860305618,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.6,0.36626499999999995,0.4509862567432866,142,0.322562,268,-0.12842425674328656,0.12842425674328656,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.6.2,0.026685,0.0379230047921497,17,0.022896,12,-0.015027004792149704,0.015027004792149704,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.3.6.4,0.009313,0.007704373313322,1,0.048641000000000004,29,0.040936626686678,0.040936626686678,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.4,0.210586,0.2004812963377817,117,0.442655,268,0.24217370366221833,0.24217370366221833,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.4.1,0.0005110000000000001,0.00032305410939836214,5,0.002814,1,0.002490945890601638,0.002490945890601638,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.4.2,0.013427999999999999,0.009585127669073927,23,3.4e-05,2,-0.009551127669073928,0.009551127669073928,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.4.3,0.193861,0.18841508289505893,76,0.439213,263,0.2507979171049411,0.2507979171049411,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1.4.3.1,0.189315,0.18482985119180537,69,0.433389,258,0.24855914880819466,0.24855914880819466,h3n2_realistic_delay,2014-10-01,2015-01-01,3.0,realistic
A.6.8.5.2.4.1,0.999979,0.9999999999999685,780,0.9999309999999999,1023,-6.899999996856643e-05,6.899999996856643e-05,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3,0.743167,0.6401175173692069,599,0.301886,420,-0.33823151736920687,0.33823151736920687,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.1,0.006671,0.0037398372483642786,9,0.004815,5,0.0010751627516357213,0.0010751627516357213,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.3,0.021482,0.013505071087678735,16,0.001924,1,-0.011581071087678734,0.011581071087678734,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.4,0.265185,0.1490615501398898,246,0.130772,139,-0.01828955013988981,0.01828955013988981,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.4.1,0.018987,0.010408508938682845,21,0.0022660000000000002,2,-0.008142508938682845,0.008142508938682845,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.4.2,0.224949,0.13042098211047295,189,0.128032,135,-0.002388982110472948,0.002388982110472948,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.4.2.1,0.000271,0.0001309834557264394,3,0.0,0,-0.0001309834557264394,0.0001309834557264394,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.4.2.2,0.000656,0.0002883023458041136,10,0.0,0,-0.0002883023458041136,0.0002883023458041136,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.4.2.3,0.036873,0.014088755842711999,26,0.010107999999999999,14,-0.003980755842712,0.003980755842712,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.4.2.3.1,0.028735,0.0100193573845572,14,0.010107999999999999,14,8.864261544279904e-05,8.864261544279904e-05,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.4.2.4,0.001108,0.0003727370014224019,11,0.0,0,-0.0003727370014224019,0.0003727370014224019,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.4.2.5,0.103377,0.05965625334273973,61,0.103965,104,0.04430874665726027,0.04430874665726027,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.4.2.5.2,0.01497,0.005902118566390351,7,0.027771,36,0.021868881433609648,0.021868881433609648,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.5,0.009826,0.0075763775699107,10,0.008361,24,0.0007846224300893006,0.0007846224300893006,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.6,0.344426,0.389369395704879,247,0.149638,233,-0.239731395704879,0.239731395704879,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.6.2,0.01418,0.019375240200821202,24,0.011605,16,-0.007770240200821201,0.007770240200821201,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.6.4,0.014725,0.0085060096242688,5,0.024676,41,0.0161699903757312,0.0161699903757312,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.3.6.4.1,0.003638,0.0012038703080092,1,0.008169,23,0.006965129691990799,0.006965129691990799,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.4,0.24876600000000001,0.35842490138044814,178,0.695838,599,0.3374130986195518,0.3374130986195518,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.4.1,0.000125,4.4812905152238986e-05,5,0.000318,1,0.000273187094847761,0.000273187094847761,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.4.2,0.003231,0.001481624943128842,20,0.0,0,-0.001481624943128842,0.001481624943128842,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.4.3,0.239975,0.3549465280876319,144,0.6955199999999999,598,0.34057347191236803,0.34057347191236803,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1.4.3.1,0.234767,0.3530973590953538,138,0.694923,596,0.3418256409046462,0.3418256409046462,h3n2_no_delay,2014-10-01,2015-04-01,6.0,none
A.6.8.5.2.4.1,0.999984,0.9999999999999729,706,0.9999309999999999,1023,-6.899999997300732e-05,6.899999997300732e-05,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3,0.763537,0.7465132839946866,548,0.301886,420,-0.44462728399468665,0.44462728399468665,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.1,0.010347,0.00516872346733258,9,0.004815,5,-0.00035372346733258,0.00035372346733258,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.3,0.013191,0.005605619806225542,19,0.001924,1,-0.003681619806225542,0.003681619806225542,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.4,0.26485000000000003,0.13106940581187887,233,0.130772,139,-0.0002974058118788703,0.0002974058118788703,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.4.1,0.016311,0.007525323350096091,17,0.0022660000000000002,2,-0.005259323350096091,0.005259323350096091,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.4.2,0.228552,0.11665154040477121,178,0.128032,135,0.011380459595228792,0.011380459595228792,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.4.2.1,0.000423,0.00016120006245663867,3,0.0,0,-0.00016120006245663867,0.00016120006245663867,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.4.2.2,0.00108,0.00040629797558234393,15,0.0,0,-0.00040629797558234393,0.00040629797558234393,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.4.2.3,0.041816,0.0129520173007552,23,0.010107999999999999,14,-0.002844017300755201,0.002844017300755201,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.4.2.3.1,0.029193,0.0076474413475618,11,0.010107999999999999,14,0.002460558652438199,0.002460558652438199,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.4.2.4,0.001753,0.0005175838329335058,14,0.0,0,-0.0005175838329335058,0.0005175838329335058,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.4.2.5,0.10321100000000001,0.048686740779117145,52,0.103965,104,0.05527825922088286,0.05527825922088286,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.4.2.5.2,0.017489,0.005809037505483181,7,0.027771,36,0.021961962494516818,0.021961962494516818,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.5,0.011368,0.0090851131582902,9,0.008361,24,-0.0007241131582901988,0.0007241131582901988,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.6,0.348692,0.5070045169752785,213,0.149638,233,-0.3573665169752785,0.3573665169752785,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.6.2,0.016263,0.0383513265616062,23,0.011605,16,-0.026746326561606196,0.026746326561606196,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.3.6.4,0.008715,0.005701160693007501,2,0.024676,41,0.0189748393069925,0.0189748393069925,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.4,0.235421,0.2531718510582099,157,0.695838,599,0.44266614894179007,0.44266614894179007,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.4.1,0.00020800000000000001,6.43788393572726e-05,6,0.000318,1,0.0002536211606427274,0.0002536211606427274,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.4.2,0.005043,0.001971586349008536,22,0.0,0,-0.001971586349008536,0.001971586349008536,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.4.3,0.22171,0.2486750760075646,118,0.6955199999999999,598,0.4468449239924353,0.4468449239924353,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1.4.3.1,0.213615,0.24622091540001548,111,0.694923,596,0.4487020845999845,0.4487020845999845,h3n2_ideal_delay,2014-10-01,2015-04-01,6.0,ideal
A.6.8.5.2.4.1,0.999976,0.9999999999999816,519,0.9999309999999999,1023,-6.899999998166706e-05,6.899999998166706e-05,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3,0.7865989999999999,0.8206741708799213,401,0.301886,420,-0.5187881708799214,0.5187881708799214,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.1,0.009158,0.004730154317968899,5,0.004815,5,8.484568203110093e-05,8.484568203110093e-05,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.3,0.009307000000000001,0.004558237547405978,17,0.001924,1,-0.002634237547405978,0.002634237547405978,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.4,0.25448,0.14437321319925933,188,0.130772,139,-0.013601213199259332,0.013601213199259332,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.4.1,0.014403,0.007032778469148676,14,0.0022660000000000002,2,-0.004766778469148676,0.004766778469148676,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.4.2,0.216072,0.12697960480377696,134,0.128032,135,0.0010523951962230493,0.0010523951962230493,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.4.2.1,0.001159,0.0005488103319988246,4,0.0,0,-0.0005488103319988246,0.0005488103319988246,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.4.2.2,0.00115,0.0006297486898650961,20,0.0,0,-0.0006297486898650961,0.0006297486898650961,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.4.2.3,0.057291999999999996,0.018060693352111,14,0.010107999999999999,14,-0.007952693352111,0.007952693352111,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.4.2.3.1,0.026947,0.0062449233495222,4,0.010107999999999999,14,0.0038630766504777992,0.0038630766504777992,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.4.2.4,0.0017100000000000001,0.0005995327056462002,13,0.0,0,-0.0005995327056462002,0.0005995327056462002,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.4.2.5,0.061177,0.027922737215943343,30,0.103965,104,0.07604226278405665,0.07604226278405665,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.4.2.5.2,0.01136,0.003990545152183951,4,0.027771,36,0.02378045484781605,0.02378045484781605,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.5,0.014405,0.0158303834364475,6,0.008361,24,-0.007469383436447499,0.007469383436447499,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.6,0.36626499999999995,0.5392379609868844,142,0.149638,233,-0.3895999609868844,0.3895999609868844,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.6.2,0.026685,0.0509369708945573,17,0.011605,16,-0.0393319708945573,0.0393319708945573,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.3.6.4,0.009313,0.0057103264573138,1,0.024676,41,0.0189656735426862,0.0189656735426862,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.4,0.210586,0.17865587886411544,117,0.695838,599,0.5171821211358845,0.5171821211358845,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.4.1,0.0005110000000000001,0.0001942704689969879,5,0.000318,1,0.0001237295310030121,0.0001237295310030121,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.4.2,0.013427999999999999,0.006200888703441198,23,0.0,0,-0.006200888703441198,0.006200888703441198,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.4.3,0.193861,0.17075431798311905,76,0.6955199999999999,598,0.5247656820168809,0.5247656820168809,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1.4.3.1,0.189315,0.1682053426615183,69,0.694923,596,0.5267176573384816,0.5267176573384816,h3n2_realistic_delay,2014-10-01,2015-04-01,6.0,realistic
A.6.8.5.2.4.1,0.999979,0.9999999999999688,780,0.999971,1117,-2.899999996874847e-05,2.899999996874847e-05,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3,0.743167,0.5889466887796199,599,0.182223,312,-0.40672368877961984,0.40672368877961984,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.1,0.006671,0.0024004082048369835,9,0.000955,4,-0.0014454082048369833,0.0014454082048369833,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.3,0.021482,0.009204510394382614,16,0.000419,1,-0.008785510394382615,0.008785510394382615,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.4,0.265185,0.10054448076022991,246,0.09164599999999999,126,-0.008898480760229921,0.008898480760229921,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.4.1,0.018987,0.006734682495554818,21,0.000248,2,-0.006486682495554818,0.006486682495554818,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.4.2,0.224949,0.08908036309639658,189,0.091383,123,0.002302636903603425,0.002302636903603425,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.4.2.1,0.000271,7.840670587847779e-05,3,0.0,0,-7.840670587847779e-05,7.840670587847779e-05,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.4.2.2,0.000656,0.00016438732619973614,10,0.0,0,-0.00016438732619973614,0.00016438732619973614,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.4.2.3,0.036873,0.0075984758714389995,26,0.001699,8,-0.0058994758714389995,0.0058994758714389995,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.4.2.3.1,0.028735,0.0051105592004072,14,0.001699,8,-0.0034115592004072,0.0034115592004072,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.4.2.4,0.001108,0.00018599889843150095,11,0.0,0,-0.00018599889843150095,0.00018599889843150095,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.4.2.5,0.103377,0.04071163359467297,61,0.080191,104,0.03947936640532703,0.03947936640532703,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.4.2.5.2,0.01497,0.0031864595282130874,7,0.016038,30,0.012851540471786913,0.012851540471786913,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.5,0.009826,0.0058010073678002,10,0.026477,22,0.0206759926321998,0.0206759926321998,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.6,0.344426,0.405906060637149,247,0.055858000000000005,151,-0.350048060637149,0.350048060637149,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.6.2,0.01418,0.0239573646552577,24,0.0068850000000000005,14,-0.017072364655257702,0.017072364655257702,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.6.4,0.014725,0.005749983639709,5,0.022516,26,0.016766016360291,0.016766016360291,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.3.6.4.1,0.003638,0.0005906610072874,1,0.0005200000000000001,6,-7.066100728739992e-05,7.066100728739992e-05,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.4,0.24876600000000001,0.41050482990022236,178,0.817087,804,0.40658217009977765,0.40658217009977765,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.4.1,0.000125,2.3929178922998017e-05,5,0.0,0,-2.3929178922998017e-05,2.3929178922998017e-05,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.4.2,0.003231,0.000865746008591524,20,0.0,0,-0.000865746008591524,0.000865746008591524,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.4.3,0.239975,0.4085696902350367,144,0.817087,804,0.4085173097649633,0.4085173097649633,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1.4.3.1,0.234767,0.40758504562678854,138,0.817087,804,0.40950195437321146,0.40950195437321146,h3n2_no_delay,2014-10-01,2015-07-01,9.0,none
A.6.8.5.2.4.1,0.999984,0.9999999999999725,706,0.9999709999999999,1117,-2.8999999972523227e-05,2.8999999972523227e-05,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3,0.763537,0.7587086423377877,548,0.182223,312,-0.5764856423377877,0.5764856423377877,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.1,0.010347,0.0030559147850398767,9,0.000955,4,-0.0021009147850398766,0.0021009147850398766,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.3,0.013191,0.003051996998818219,19,0.000419,1,-0.002632996998818219,0.002632996998818219,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.4,0.26485000000000003,0.08234114461706474,233,0.09164599999999999,126,0.009304855382935254,0.009304855382935254,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.4.1,0.016311,0.00433463745594711,17,0.000248,2,-0.00408663745594711,0.00408663745594711,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.4.2,0.228552,0.07446134804680823,178,0.091383,123,0.01692165195319177,0.01692165195319177,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.4.2.1,0.000423,8.33677797034397e-05,3,0.0,0,-8.33677797034397e-05,8.33677797034397e-05,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.4.2.2,0.00108,0.00020860721413466953,15,0.0,0,-0.00020860721413466953,0.00020860721413466953,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.4.2.3,0.041816,0.006171436041979024,23,0.001699,8,-0.004472436041979024,0.004472436041979024,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.4.2.3.1,0.029193,0.0032678119430244,11,0.001699,8,-0.0015688119430244001,0.0015688119430244001,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.4.2.4,0.001753,0.00023795732951326114,14,0.0,0,-0.00023795732951326114,0.00023795732951326114,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.4.2.5,0.10321100000000001,0.02905705655738703,52,0.080191,104,0.05113394344261297,0.05113394344261297,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.4.2.5.2,0.017489,0.0028215932867992873,7,0.016038,30,0.013216406713200714,0.013216406713200714,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.5,0.011368,0.0069572741475093,9,0.026477,22,0.0195197258524907,0.0195197258524907,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.6,0.348692,0.5901825838976517,213,0.055858000000000005,151,-0.5343245838976517,0.5343245838976517,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.6.2,0.016263,0.0582213579600583,23,0.0068850000000000005,14,-0.051336357960058296,0.051336357960058296,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.3.6.4,0.008715,0.0038664635004393,2,0.022516,26,0.0186495364995607,0.0186495364995607,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.4,0.235421,0.24114709510620486,157,0.817087,804,0.5759399048937952,0.5759399048937952,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.4.1,0.00020800000000000001,3.18705005578176e-05,6,0.0,0,-3.18705005578176e-05,3.18705005578176e-05,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.4.2,0.005043,0.0010365516200516295,22,0.0,0,-0.0010365516200516295,0.0010365516200516295,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3,0.22171,0.2389159318942042,118,0.817087,804,0.5781710681057958,0.5781710681057958,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1.4.3.1,0.213615,0.2377098260255315,111,0.817087,804,0.5793771739744685,0.5793771739744685,h3n2_ideal_delay,2014-10-01,2015-07-01,9.0,ideal
A.6.8.5.2.4.1,0.999976,0.9999999999999819,519,0.9999709999999999,1117,-2.8999999981960123e-05,2.8999999981960123e-05,h3n2_realistic_delay,2014-10-01,2015-07-01,9.0,realistic
A.6.8.5.2.4.1.3,0.7865989999999999,0.8523537507242948,401,0.182223,312,-0.6701307507242947,0.6701307507242947,h3n2_realistic_delay,2014-10-01,2015-07-01,9.0,realistic
A.6.8.5.2.4.1.3.1,0.009158,0.0028524520896718634,5,0.000955,4,-0.0018974520896718632,0.0018974520896718632,h3n2_realistic_delay,2014-10-01,2015-07-01,9.0,realistic
A.6.8.5.2.4.1.3.3,0.009307000000000001,0.002685531190075824,17,0.000419,1,-0.002266531190075824,0.002266531190075824,h3n2_realistic_delay,2014-10-01,2015-07-01,9.0,realistic
A.6.8.5.2.4.1.3.4,0.25448,0.10213935510665224,188,0.09164599999999999,126,-0.010493355106652252,0.010493355106652252,h3n2_realistic_delay,2014-10-01,2015-07-01,9.0,realistic
A.6.8.5.2.4.1.3.4.1,0.014403,0.004178571227576123,14,0.000248,2,-0.003930571227576123,0.003930571227576123,h3n2_realistic_delay,2014-10-01,2015-07-01,9.0,realistic
A.6.8.5.2.4.1.3.4.2,0.216072,0.09202563260693185,134,0.091383,123,-0.0006426326069318422,0.0006426326069318422,h3n2_realistic_delay,2014-10-01,2015-07-01,9.0,realistic
A.6.8.5.2.4.1.3.4.2.1,0.001159,0.00032166776757868083,4,0.0,0,-0.00032166776757868083,0.00032166776757868083,h3n2_realistic_delay,2014-10-01,2015-07-01,9.0,realistic
A.6.8.5.2.4.1.3.4.2.2,0.00115,0.0003994470637342533,20,0.0,0,-0.0003994470637342533,0.0003994470637342533,h3n2_realistic_delay,2014-10-01,2015-07-01,9.0,realistic
A.6.8.5.2.4.1.3.4.2.3,0.057291999999999996,0.008846016355775501,14,0.001699,8,-0.007147016355775501,0.007147016355775501,h3n2_realistic_delay,2014-10-01,2015-07-01,9.0,realistic
A.6.8.5.2.4.1.3.4.2.3.1,0.026947,0.0025427195388489,4,0.001699,8,-0.0008437195388489001,0.0008437195388489001,h3n2_realistic_delay,2014-10-01,2015-07-01,9.0,realistic
A.6.8.5.2.4.1.3.4.2.4,0.0017100000000000001,0.00031083436587400813,13,0.0,0,-0.00031083436587400813,0.00031083436587400813,h3n2_realistic_delay,2014-10-01,2015-07-01,9.0,realistic
